DATE,TEAM,VS,H/A,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
01/04/2023 , IND,PHI,A,L,265,126,45,95,47.4,13,36,36.1,23,26,88.5,13,32,45,31,7,8,13,18
01/06/2023 , IND,POR,H,W,240,108,38,84,45.2,7,25,28,25,28,89.3,4,37,41,22,11,6,12,22
01/08/2023 , IND,CHA,H,W,240,116,38,87,43.7,13,38,34.2,27,33,81.8,8,33,41,27,14,7,16,22
01/11/2023 , IND,NYK,A,L,240,113,43,90,47.8,12,39,30.8,15,21,71.4,8,33,41,27,8,5,13,25
01/13/2023 , IND,ATL,H,L,240,111,40,101,39.6,7,30,23.3,24,29,82.8,19,32,51,24,8,9,12,22
01/14/2023 , IND,MEM,H,L,240,112,38,103,36.9,11,47,23.4,25,28,89.3,16,33,49,26,5,8,19,20
01/16/2023 , IND,MIL,A,L,240,119,43,84,51.2,19,40,47.5,14,15,93.3,4,33,37,29,6,5,15,17
01/18/2023 , IND,OKC,A,L,240,106,39,94,41.5,12,33,36.4,16,24,66.7,20,28,48,23,9,10,23,19
01/20/2023 , IND,DEN,A,L,240,111,37,84,44,8,32,25,29,37,78.4,16,23,39,23,7,2,21,18
01/21/2023 , IND,PHX,A,L,240,107,36,96,37.5,13,37,35.1,22,26,84.6,11,37,48,22,10,4,14,29
01/24/2023 , IND,CHI,H,W,240,116,42,99,42.4,10,37,27,22,28,78.6,14,31,45,24,9,10,6,21
01/25/2023 , IND,ORL,A,L,240,120,41,85,48.2,15,35,42.9,23,29,79.3,10,22,32,25,14,5,14,20
01/27/2023 , IND,MIL,H,L,240,131,49,89,55.1,13,33,39.4,20,28,71.4,5,33,38,22,10,4,13,24
01/29/2023 , IND,MEM,A,L,240,100,36,79,45.6,9,32,28.1,19,21,90.5,11,27,38,21,4,6,17,22
02/02/2023 , IND,LAL,H,L,240,111,45,93,48.4,16,41,39,5,6,83.3,6,40,46,30,8,6,16,21
02/03/2023 , IND,SAC,H,W,240,107,40,89,44.9,17,41,41.5,10,14,71.4,9,38,47,28,13,5,16,18
02/05/2023 , IND,CLE,H,L,240,103,40,92,43.5,8,32,25,15,22,68.2,12,30,42,28,3,6,13,20
02/08/2023 , IND,MIA,A,L,240,111,38,78,48.7,15,33,45.5,20,28,71.4,5,26,31,24,3,5,11,25
02/10/2023 , IND,PHX,H,L,240,104,36,85,42.4,11,39,28.2,21,28,75,11,27,38,23,9,3,15,16
02/11/2023 , IND,WAS,A,L,240,113,43,95,45.3,14,40,35,13,17,76.5,17,16,33,27,8,3,7,18
02/13/2023 , IND,UTA,H,L,240,117,46,91,50.5,11,34,32.4,14,20,70,8,24,32,30,11,7,11,21
02/15/2023 , IND,CHI,H,W,240,117,39,82,47.6,18,43,41.9,21,22,95.5,6,35,41,27,6,5,17,19
02/23/2023 , IND,BOS,H,L,265,138,49,94,52.1,22,49,44.9,18,22,81.8,10,27,37,33,10,5,14,23
02/25/2023 , IND,ORL,A,W,240,121,48,99,48.5,15,40,37.5,10,14,71.4,10,35,45,35,9,8,7,24
02/28/2023 , IND,DAL,A,W,240,124,41,78,52.6,11,28,39.3,31,40,77.5,5,36,41,25,3,8,9,19
03/02/2023 , IND,SAS,A,L,240,99,41,90,45.6,8,23,34.8,9,11,81.8,6,34,40,23,11,8,14,18
03/05/2023 , IND,CHI,A,W,240,125,48,94,51.1,16,44,36.4,13,16,81.3,13,22,35,27,5,6,9,18
03/06/2023 , IND,PHI,H,L,240,143,53,90,58.9,15,37,40.5,22,31,71,5,25,30,28,8,4,9,24
03/09/2023 , IND,HOU,H,W,265,134,48,100,48,18,45,40,20,21,95.2,8,34,42,34,12,15,11,21
03/11/2023 , IND,DET,A,W,240,121,43,93,46.2,9,35,25.7,26,34,76.5,18,40,58,24,7,6,14,20
03/13/2023 , IND,DET,A,L,240,97,36,86,41.9,10,34,29.4,15,24,62.5,13,29,42,23,7,5,14,15
03/16/2023 , IND,MIL,A,W,240,139,54,97,55.7,22,46,47.8,9,15,60,8,34,42,36,5,3,8,20
03/18/2023 , IND,PHI,H,L,240,121,45,87,51.7,12,31,38.7,19,20,95,12,29,41,28,5,5,14,17
03/20/2023 , IND,CHA,A,L,240,109,37,82,45.1,9,26,34.6,26,34,76.5,13,35,48,27,5,6,21,26
03/22/2023 , IND,TOR,A,W,240,118,43,77,55.8,11,21,52.4,21,25,84,8,31,39,27,4,5,18,29
03/24/2023 , IND,BOS,A,L,240,95,39,84,46.4,4,26,15.4,13,22,59.1,6,38,44,24,9,4,17,16
03/25/2023 , IND,ATL,A,L,240,130,52,96,54.2,14,37,37.8,12,12,100,10,22,32,33,7,7,17,18
03/27/2023 , IND,DAL,H,L,240,104,39,93,41.9,8,28,28.6,18,23,78.3,14,29,43,20,6,3,13,19
03/29/2023 , IND,MIL,H,L,240,136,53,101,52.5,14,30,46.7,16,22,72.7,10,19,29,36,9,4,8,25
03/31/2023 , IND,OKC,H,W,240,121,45,98,45.9,12,41,29.3,19,28,67.9,20,36,56,30,5,4,15,21
04/02/2023 , IND,CLE,A,L,240,105,36,83,43.4,9,24,37.5,24,29,82.8,11,33,44,21,5,6,15,26
04/05/2023 , IND,NYK,H,L,240,129,45,87,51.7,15,30,50,24,30,80,10,27,37,33,6,5,17,17
04/07/2023 , IND,DET,H,L,240,115,41,83,49.4,11,31,35.5,22,28,78.6,9,33,42,29,7,3,19,22
04/09/2023 , IND,NYK,A,W,240,141,46,89,51.7,19,34,55.9,30,38,78.9,8,36,44,33,8,9,15,24
10/19/2022 , WAS,IND,A,W,240,114,42,92,45.7,11,31,35.5,19,24,79.2,14,39,53,21,5,10,16,19
10/21/2022 , WAS,CHI,H,W,240,102,41,80,51.3,10,26,38.5,10,11,90.9,5,34,39,26,8,8,16,22
10/23/2022 , WAS,CLE,A,L,265,107,43,87,49.4,12,28,42.9,9,15,60,4,31,35,25,9,4,18,24
10/25/2022 , WAS,DET,H,W,240,120,44,85,51.8,10,33,30.3,22,26,84.6,9,38,47,26,7,7,11,21
10/28/2022 , WAS,IND,H,L,240,117,41,86,47.7,12,30,40,23,28,82.1,9,29,38,25,5,3,13,23
10/30/2022 , WAS,BOS,A,L,240,94,38,98,38.8,7,32,21.9,11,16,68.8,15,36,51,22,5,6,8,20
10/31/2022 , WAS,PHI,H,L,240,111,38,81,46.9,10,25,40,25,26,96.2,9,32,41,22,8,4,15,18
11/02/2022 , WAS,PHI,A,W,240,121,45,78,57.7,5,21,23.8,26,32,81.3,7,36,43,27,4,9,7,18
11/04/2022 , WAS,BKN,H,L,240,86,30,83,36.1,8,34,23.5,18,22,81.8,7,32,39,18,4,3,13,15
11/06/2022 , WAS,MEM,A,L,240,97,41,96,42.7,8,41,19.5,7,10,70,15,34,49,25,5,5,10,21
11/07/2022 , WAS,CHA,A,W,240,108,42,80,52.5,5,19,26.3,19,30,63.3,10,37,47,21,2,6,14,18
11/10/2022 , WAS,DAL,H,W,240,113,41,84,48.8,12,30,40,19,20,95,8,44,52,25,5,5,17,21
11/12/2022 , WAS,UTA,H,W,240,121,44,88,50,16,36,44.4,17,20,85,6,40,46,27,6,8,9,14
11/13/2022 , WAS,MEM,H,W,240,102,36,86,41.9,19,40,47.5,11,21,52.4,9,38,47,26,9,6,15,15
11/16/2022 , WAS,OKC,H,L,240,120,44,86,51.2,17,34,50,15,17,88.2,11,30,41,32,8,5,19,20
11/18/2022 , WAS,MIA,H,W,265,107,41,96,42.7,15,46,32.6,10,14,71.4,8,46,54,33,6,4,15,25
11/20/2022 , WAS,CHA,H,W,240,106,40,93,43,13,34,38.2,13,18,72.2,14,35,49,19,6,13,17,19
11/23/2022 , WAS,MIA,A,L,240,105,42,89,47.2,10,38,26.3,11,19,57.9,7,36,43,27,7,5,14,20
11/25/2022 , WAS,MIA,A,L,240,107,40,93,43,11,39,28.2,16,20,80,13,32,45,27,7,9,12,18
11/27/2022 , WAS,BOS,A,L,240,121,44,82,53.7,7,28,25,26,33,78.8,6,23,29,23,8,1,4,21
11/28/2022 , WAS,MIN,H,W,240,142,52,91,57.1,15,31,48.4,23,27,85.2,7,27,34,31,12,5,7,25
11/30/2022 , WAS,BKN,A,L,240,107,39,89,43.8,6,24,25,23,34,67.6,14,37,51,19,6,5,14,21
12/02/2022 , WAS,CHA,A,L,240,116,39,86,45.3,12,33,36.4,26,35,74.3,18,38,56,23,3,9,14,23
12/04/2022 , WAS,LAL,H,L,240,119,49,105,46.7,10,39,25.6,11,15,73.3,11,33,44,24,10,8,10,23
12/07/2022 , WAS,CHI,A,L,240,111,41,84,48.8,9,31,29,20,29,69,6,32,38,22,12,6,18,16
12/09/2022 , WAS,IND,A,L,240,111,41,77,53.2,10,29,34.5,19,25,76,12,26,38,25,6,3,14,19
12/10/2022 , WAS,LAC,H,L,240,107,37,85,43.5,16,34,47.1,17,19,89.5,8,42,50,24,8,3,14,15
12/12/2022 , WAS,BKN,H,L,240,100,37,79,46.8,11,31,35.5,15,22,68.2,6,38,44,21,6,2,19,16
12/14/2022 , WAS,DEN,A,L,240,128,48,91,52.7,19,39,48.7,13,23,56.5,4,20,24,40,10,5,13,28
12/17/2022 , WAS,LAC,A,L,240,93,36,84,42.9,9,25,36,12,13,92.3,7,35,42,20,10,2,14,21
12/18/2022 , WAS,LAL,A,L,240,117,44,95,46.3,10,39,25.6,19,24,79.2,10,38,48,24,5,6,10,20
12/20/2022 , WAS,PHX,A,W,240,113,38,80,47.5,11,27,40.7,26,37,70.3,9,32,41,22,9,4,9,14
12/22/2022 , WAS,UTA,A,L,240,112,46,82,56.1,7,21,33.3,13,17,76.5,3,34,37,20,5,2,10,15
12/23/2022 , WAS,SAC,A,W,240,125,49,88,55.7,10,32,31.3,17,24,70.8,5,35,40,30,9,4,9,23
12/27/2022 , WAS,PHI,H,W,240,116,39,85,45.9,11,33,33.3,27,31,87.1,14,25,39,18,7,8,15,23
12/28/2022 , WAS,PHX,H,W,240,127,47,82,57.3,8,26,30.8,25,28,89.3,12,34,46,27,7,6,12,15
12/30/2022 , WAS,ORL,A,W,240,119,42,75,56,15,35,42.9,20,25,80,4,49,53,33,4,10,26,18
01/01/2023 , WAS,MIL,A,W,240,118,50,94,53.2,7,27,25.9,11,16,68.8,12,42,54,29,9,6,17,10
01/03/2023 , WAS,MIL,A,L,240,113,42,97,43.3,8,27,29.6,21,23,91.3,14,32,46,27,9,4,10,16
01/06/2023 , WAS,OKC,A,L,240,110,38,79,48.1,7,24,29.2,27,36,75,11,35,46,21,6,2,20,18
01/09/2023 , WAS,NOP,H,L,240,112,42,82,51.2,14,34,41.2,14,18,77.8,7,30,37,26,5,1,20,25
01/11/2023 , WAS,CHI,H,W,240,100,38,82,46.3,7,23,30.4,17,21,81,12,40,52,21,5,3,17,18
01/13/2023 , WAS,NYK,H,L,240,108,36,93,38.7,13,42,31,23,26,88.5,12,38,50,18,3,4,7,23
01/16/2023 , WAS,GSW,H,L,240,118,42,86,48.8,14,35,40,20,23,87,6,30,36,31,7,2,14,21
01/18/2023 , WAS,NYK,A,W,240,116,42,95,44.2,16,42,38.1,16,19,84.2,18,34,52,28,5,9,13,23
01/21/2023 , WAS,ORL,H,W,240,138,51,95,53.7,18,34,52.9,18,25,72,9,37,46,34,6,5,8,18
01/24/2023 , WAS,DAL,A,W,240,127,42,83,50.6,11,30,36.7,32,41,78,6,35,41,28,7,3,10,22
01/25/2023 , WAS,HOU,A,W,240,108,39,98,39.8,12,38,31.6,18,23,78.3,15,33,48,27,13,7,7,16
01/28/2023 , WAS,NOP,A,W,240,113,40,88,45.5,11,36,30.6,22,29,75.9,13,40,53,18,5,8,16,17
01/30/2023 , WAS,SAS,A,W,240,127,48,86,55.8,16,30,53.3,15,17,88.2,5,40,45,32,7,8,13,19
02/03/2023 , WAS,POR,H,L,240,116,42,84,50,12,33,36.4,20,22,90.9,9,32,41,27,4,3,10,19
02/04/2023 , WAS,BKN,A,L,240,123,39,81,48.1,13,28,46.4,32,41,78,6,33,39,22,10,3,15,21
02/06/2023 , WAS,CLE,H,L,240,91,35,82,42.7,6,28,21.4,15,19,78.9,7,30,37,20,8,5,14,18
02/08/2023 , WAS,CHA,H,W,240,118,44,87,50.6,15,37,40.5,15,17,88.2,11,41,52,29,4,12,16,17
02/11/2023 , WAS,IND,H,W,240,127,48,75,64,12,26,46.2,19,22,86.4,8,32,40,32,5,7,16,16
02/13/2023 , WAS,GSW,A,L,240,126,48,80,60,12,28,42.9,18,21,85.7,9,24,33,26,10,3,17,15
02/14/2023 , WAS,POR,A,W,240,126,45,79,57,17,33,51.5,19,22,86.4,5,39,44,28,5,2,14,17
02/16/2023 , WAS,MIN,A,W,240,114,43,95,45.3,14,35,40,14,17,82.4,13,36,49,25,13,6,15,14
02/24/2023 , WAS,NYK,H,L,240,109,39,79,49.4,19,44,43.2,12,12,100,3,31,34,25,6,6,17,20
02/26/2023 , WAS,CHI,A,L,240,82,32,76,42.1,6,28,21.4,12,23,52.2,12,30,42,22,5,1,16,18
02/28/2023 , WAS,ATL,A,W,240,119,48,97,49.5,6,21,28.6,17,20,85,16,32,48,19,6,5,8,15
03/02/2023 , WAS,TOR,H,W,240,119,43,84,51.2,14,30,46.7,19,24,79.2,9,34,43,30,5,4,14,12
03/04/2023 , WAS,TOR,H,L,265,109,38,75,50.7,14,24,58.3,19,22,86.4,9,34,43,26,9,5,24,16
03/05/2023 , WAS,MIL,H,L,240,111,46,108,42.6,8,31,25.8,11,12,91.7,20,36,56,21,8,2,9,19
03/07/2023 , WAS,DET,A,W,240,119,47,81,58,12,25,48,13,17,76.5,9,28,37,27,9,5,14,20
03/08/2023 , WAS,ATL,H,L,240,120,47,83,56.6,12,29,41.4,14,17,82.4,6,33,39,34,9,1,17,16
03/10/2023 , WAS,ATL,H,L,240,107,43,88,48.9,7,27,25.9,14,18,77.8,7,36,43,27,8,6,14,17
03/12/2023 , WAS,PHI,A,L,240,93,34,84,40.5,6,26,23.1,19,23,82.6,6,29,35,19,4,5,9,20
03/14/2023 , WAS,DET,H,W,240,117,44,85,51.8,7,32,21.9,22,22,100,10,38,48,24,9,9,13,12
03/17/2023 , WAS,CLE,A,L,240,94,35,76,46.1,8,23,34.8,16,20,80,6,32,38,22,5,6,16,19
03/18/2023 , WAS,SAC,H,L,240,118,41,91,45.1,13,36,36.1,23,27,85.2,12,34,46,27,6,5,9,18
03/21/2023 , WAS,ORL,A,L,240,112,42,83,50.6,10,32,31.3,18,23,78.3,4,29,33,30,7,4,14,23
03/22/2023 , WAS,DEN,H,L,240,104,44,87,50.6,4,26,15.4,12,16,75,10,27,37,20,4,4,7,15
03/24/2023 , WAS,SAS,H,W,240,136,51,85,60,15,30,50,19,26,73.1,6,37,43,29,3,8,7,16
03/26/2023 , WAS,TOR,A,L,240,104,38,86,44.2,16,36,44.4,12,20,60,12,33,45,25,6,2,16,12
03/28/2023 , WAS,BOS,H,W,240,130,54,99,54.5,13,37,35.1,9,13,69.2,6,37,43,33,7,3,9,13
03/31/2023 , WAS,ORL,H,L,240,109,41,105,39,17,50,34,10,12,83.3,15,36,51,24,5,5,12,24
04/02/2023 , WAS,NYK,A,L,240,109,39,79,49.4,16,37,43.2,15,18,83.3,5,33,38,26,9,5,18,18
04/04/2023 , WAS,MIL,H,L,240,128,50,99,50.5,13,27,48.1,15,21,71.4,9,33,42,30,7,4,9,21
04/05/2023 , WAS,ATL,A,L,240,116,45,94,47.9,6,28,21.4,20,26,76.9,12,27,39,23,10,9,14,26
04/07/2023 , WAS,MIA,H,W,240,114,39,84,46.4,7,33,21.2,29,37,78.4,12,38,50,23,4,3,16,18
04/09/2023 , WAS,HOU,H,L,240,109,41,97,42.3,14,45,31.1,13,21,61.9,14,37,51,28,11,5,12,21
10/19/2022 , ORL,DET,A,L,240,109,42,86,48.8,11,30,36.7,14,19,73.7,10,38,48,21,5,5,18,24
10/21/2022 , ORL,ATL,A,L,240,98,33,80,41.3,8,34,23.5,24,30,80,10,34,44,16,9,7,19,19
10/22/2022 , ORL,BOS,H,L,240,120,45,95,47.4,15,34,44.1,15,23,65.2,12,36,48,21,5,7,9,24
10/24/2022 , ORL,NYK,A,L,240,102,36,86,41.9,7,35,20,23,27,85.2,13,28,41,14,6,4,12,23
10/26/2022 , ORL,CLE,A,L,240,92,35,81,43.2,6,24,25,16,21,76.2,10,33,43,19,6,6,16,29
10/28/2022 , ORL,CHA,H,W,240,113,42,85,49.4,10,37,27,19,26,73.1,5,43,48,28,8,5,12,22
10/30/2022 , ORL,DAL,A,L,240,105,37,81,45.7,11,29,37.9,20,27,74.1,11,36,47,20,2,5,12,23
11/01/2022 , ORL,OKC,A,L,240,108,39,87,44.8,10,29,34.5,20,20,100,12,37,49,20,7,10,24,14
11/03/2022 , ORL,GSW,H,W,240,130,42,78,53.8,13,30,43.3,33,46,71.7,11,35,46,20,9,6,19,22
11/05/2022 , ORL,SAC,H,L,265,123,50,92,54.3,4,23,17.4,19,20,95,7,41,48,27,8,4,17,26
11/07/2022 , ORL,HOU,H,L,240,127,45,82,54.9,12,25,48,25,31,80.6,11,26,37,27,7,4,19,25
11/09/2022 , ORL,DAL,H,W,240,94,36,73,49.3,8,21,38.1,14,21,66.7,4,45,49,20,1,6,18,20
11/11/2022 , ORL,PHX,H,W,240,114,43,82,52.4,15,33,45.5,13,15,86.7,9,41,50,23,2,4,13,11
11/14/2022 , ORL,CHA,H,L,240,105,36,88,40.9,14,36,38.9,19,23,82.6,22,26,48,23,3,7,22,18
11/16/2022 , ORL,MIN,H,L,240,108,42,93,45.2,9,35,25.7,15,17,88.2,12,35,47,21,6,5,16,26
11/18/2022 , ORL,CHI,A,W,240,108,38,77,49.4,12,28,42.9,20,22,90.9,6,35,41,25,4,7,16,25
11/19/2022 , ORL,IND,A,L,240,113,39,91,42.9,16,42,38.1,19,26,73.1,11,30,41,16,8,6,9,17
11/21/2022 , ORL,IND,A,L,240,102,36,85,42.4,11,35,31.4,19,25,76,12,26,38,20,10,2,17,25
11/25/2022 , ORL,PHI,H,L,240,99,34,80,42.5,9,35,25.7,22,27,81.5,9,26,35,20,7,6,14,15
11/27/2022 , ORL,PHI,H,L,240,103,36,79,45.6,12,40,30,19,25,76,7,19,26,21,9,4,15,20
11/28/2022 , ORL,BKN,A,L,240,102,38,80,47.5,13,31,41.9,13,22,59.1,9,26,35,18,9,5,18,18
11/30/2022 , ORL,ATL,H,L,240,108,39,79,49.4,8,27,29.6,22,25,88,6,27,33,26,5,3,18,21
12/02/2022 , ORL,CLE,A,L,240,96,40,81,49.4,8,23,34.8,8,12,66.7,11,29,40,19,6,4,17,13
12/03/2022 , ORL,TOR,A,L,240,108,38,78,48.7,11,28,39.3,21,26,80.8,5,24,29,23,9,2,15,20
12/05/2022 , ORL,MIL,H,L,240,102,34,93,36.6,8,32,25,26,29,89.7,15,37,52,21,8,2,13,19
12/07/2022 , ORL,LAC,H,W,265,116,40,95,42.1,8,28,28.6,28,31,90.3,16,37,53,20,8,5,12,21
12/09/2022 , ORL,TOR,H,W,240,113,42,71,59.2,10,26,38.5,19,21,90.5,3,40,43,24,3,4,18,27
12/11/2022 , ORL,TOR,H,W,240,111,36,77,46.8,14,31,45.2,25,31,80.6,11,31,42,25,3,7,14,28
12/14/2022 , ORL,ATL,H,W,240,135,47,93,50.5,16,36,44.4,25,30,83.3,14,32,46,28,10,6,11,22
12/16/2022 , ORL,BOS,A,W,240,117,42,91,46.2,9,33,27.3,24,28,85.7,15,38,53,19,7,1,17,26
12/18/2022 , ORL,BOS,A,W,240,95,33,86,38.4,12,29,41.4,17,19,89.5,6,40,46,20,9,3,13,18
12/19/2022 , ORL,ATL,A,L,240,125,45,95,47.4,12,34,35.3,23,25,92,10,35,45,29,8,8,8,17
12/21/2022 , ORL,HOU,A,W,240,116,41,91,45.1,11,37,29.7,23,33,69.7,11,34,45,19,11,6,11,18
12/23/2022 , ORL,SAS,H,W,240,133,50,87,57.5,17,32,53.1,16,20,80,7,37,44,30,8,2,17,15
12/27/2022 , ORL,LAL,H,L,240,110,42,84,50,10,28,35.7,16,25,64,8,29,37,25,8,5,11,17
12/28/2022 , ORL,DET,A,L,240,101,35,85,41.2,5,22,22.7,26,34,76.5,15,32,47,24,5,5,13,26
12/30/2022 , ORL,WAS,H,L,240,100,42,100,42,5,27,18.5,11,16,68.8,8,27,35,24,8,2,11,18
01/04/2023 , ORL,OKC,H,W,240,126,42,81,51.9,13,33,39.4,29,36,80.6,13,36,49,26,6,5,16,22
01/05/2023 , ORL,MEM,H,L,240,115,39,84,46.4,11,36,30.6,26,30,86.7,7,32,39,23,6,3,10,22
01/07/2023 , ORL,GSW,A,W,240,115,44,87,50.6,13,32,40.6,14,24,58.3,7,37,44,26,12,2,10,14
01/09/2023 , ORL,SAC,A,L,240,111,41,90,45.6,14,44,31.8,15,20,75,9,32,41,24,7,7,13,18
01/10/2023 , ORL,POR,A,W,240,109,40,78,51.3,9,24,37.5,20,25,80,6,29,35,19,10,2,16,20
01/13/2023 , ORL,UTA,A,L,240,108,42,96,43.8,14,36,38.9,10,16,62.5,11,29,40,23,13,3,15,25
01/15/2023 , ORL,DEN,A,L,240,116,41,84,48.8,7,29,24.1,27,34,79.4,10,29,39,24,7,2,13,17
01/20/2023 , ORL,NOP,H,W,240,123,39,75,52,15,30,50,30,34,88.2,5,37,42,28,2,5,14,18
01/21/2023 , ORL,WAS,A,L,240,118,42,90,46.7,14,34,41.2,20,24,83.3,9,32,41,24,3,10,10,19
01/23/2023 , ORL,BOS,H,W,240,113,43,84,51.2,11,27,40.7,16,24,66.7,8,32,40,22,10,3,10,12
01/25/2023 , ORL,IND,H,W,240,126,46,82,56.1,15,28,53.6,19,25,76,9,25,34,34,8,7,17,22
01/27/2023 , ORL,MIA,A,L,240,105,33,69,47.8,12,34,35.3,27,32,84.4,2,38,40,21,5,3,20,23
01/28/2023 , ORL,CHI,H,L,240,109,41,83,49.4,10,28,35.7,17,24,70.8,6,30,36,29,5,0,12,18
01/30/2023 , ORL,PHI,A,W,240,119,42,99,42.4,11,29,37.9,24,30,80,15,35,50,23,11,6,10,16
02/01/2023 , ORL,PHI,A,L,240,94,33,87,37.9,6,38,15.8,22,29,75.9,12,34,46,12,10,4,14,21
02/03/2023 , ORL,MIN,A,W,240,127,45,85,52.9,12,23,52.2,25,38,65.8,13,29,42,23,11,3,15,24
02/05/2023 , ORL,CHA,A,W,240,119,42,91,46.2,8,23,34.8,27,30,90,18,34,52,25,6,2,12,18
02/07/2023 , ORL,NYK,H,L,240,98,37,79,46.8,6,25,24,18,24,75,9,32,41,23,4,4,11,19
02/09/2023 , ORL,DEN,H,W,240,115,47,97,48.5,9,27,33.3,12,19,63.2,15,32,47,24,12,6,10,16
02/11/2023 , ORL,MIA,H,L,265,103,37,87,42.5,11,29,37.9,18,23,78.3,12,32,44,22,12,5,18,24
02/13/2023 , ORL,CHI,A,W,240,100,38,81,46.9,8,27,29.6,16,19,84.2,7,35,42,24,8,6,17,19
02/14/2023 , ORL,TOR,A,L,240,113,43,84,51.2,13,31,41.9,14,18,77.8,9,20,29,26,6,2,18,17
02/23/2023 , ORL,DET,H,W,240,108,39,95,41.1,12,31,38.7,18,23,78.3,12,34,46,27,7,6,12,19
02/25/2023 , ORL,IND,H,L,240,108,35,90,38.9,6,29,20.7,32,38,84.2,15,40,55,16,4,8,13,19
02/27/2023 , ORL,NOP,A,W,240,101,36,79,45.6,9,34,26.5,20,26,76.9,11,32,43,21,9,1,15,20
03/01/2023 , ORL,MIL,A,L,240,117,43,94,45.7,9,33,27.3,22,29,75.9,12,38,50,22,3,5,13,18
03/03/2023 , ORL,CHA,A,W,240,117,46,86,53.5,10,26,38.5,15,19,78.9,13,29,42,21,9,4,18,24
03/05/2023 , ORL,POR,H,L,240,119,42,84,50,11,31,35.5,24,31,77.4,6,32,38,29,11,2,11,25
03/07/2023 , ORL,MIL,H,L,240,123,50,100,50,9,30,30,14,19,73.7,10,28,38,24,7,0,13,22
03/09/2023 , ORL,UTA,H,L,240,124,44,94,46.8,16,34,47.1,20,31,64.5,12,24,36,21,9,4,10,16
03/11/2023 , ORL,MIA,H,W,265,126,48,99,48.5,13,37,35.1,17,20,85,15,39,54,34,10,10,18,20
03/14/2023 , ORL,SAS,A,L,240,114,44,97,45.4,10,29,34.5,16,21,76.2,13,29,42,24,7,2,9,16
03/16/2023 , ORL,PHX,A,L,240,113,43,86,50,8,28,28.6,19,23,82.6,11,36,47,25,7,3,17,20
03/18/2023 , ORL,LAC,A,W,240,113,42,84,50,10,31,32.3,19,25,76,9,36,45,23,14,5,17,22
03/19/2023 , ORL,LAL,A,L,240,105,41,102,40.2,10,38,26.3,13,17,76.5,13,31,44,24,8,3,8,28
03/21/2023 , ORL,WAS,H,W,240,122,43,80,53.8,12,27,44.4,24,25,96,7,35,42,27,7,5,15,21
03/23/2023 , ORL,NYK,H,W,240,111,40,87,46,13,32,40.6,18,21,85.7,8,35,43,25,8,7,14,19
03/26/2023 , ORL,BKN,H,W,240,119,45,85,52.9,7,22,31.8,22,28,78.6,9,38,47,30,7,3,11,21
03/28/2023 , ORL,MEM,A,L,240,108,41,100,41,14,49,28.6,12,15,80,8,39,47,24,9,8,16,15
03/31/2023 , ORL,WAS,A,W,240,116,44,88,50,8,24,33.3,20,26,76.9,6,42,48,26,2,14,10,16
04/02/2023 , ORL,DET,H,W,240,128,43,75,57.3,17,33,51.5,25,40,62.5,7,34,41,30,11,6,14,26
04/04/2023 , ORL,CLE,H,L,240,113,45,89,50.6,10,23,43.5,13,17,76.5,13,34,47,25,6,1,13,22
04/06/2023 , ORL,CLE,H,L,240,94,33,83,39.8,13,39,33.3,15,19,78.9,9,30,39,21,8,8,21,11
04/07/2023 , ORL,BKN,A,L,240,84,31,87,35.6,7,38,18.4,15,17,88.2,15,42,57,17,6,6,21,19
04/09/2023 , ORL,MIA,A,L,240,110,38,90,42.2,17,47,36.2,17,24,70.8,13,30,43,29,13,1,14,17
10/19/2022 , POR,SAC,A,W,240,115,39,88,44.3,11,28,39.3,26,33,78.8,11,33,44,20,11,2,11,17
10/21/2022 , POR,PHX,H,W,265,113,36,82,43.9,10,29,34.5,31,36,86.1,13,35,48,14,8,5,18,19
10/23/2022 , POR,LAL,A,W,240,106,37,84,44,10,27,37,22,27,81.5,13,39,52,19,6,5,19,20
10/24/2022 , POR,DEN,H,W,240,135,48,83,57.8,16,35,45.7,23,31,74.2,9,36,45,23,3,6,8,15
10/26/2022 , POR,MIA,H,L,240,98,34,78,43.6,12,37,32.4,18,26,69.2,11,27,38,20,9,4,19,17
10/28/2022 , POR,HOU,H,W,240,125,48,90,53.3,13,35,37.1,16,20,80,11,34,45,30,9,6,15,19
11/02/2022 , POR,MEM,H,L,240,106,36,89,40.4,13,33,39.4,21,26,80.8,16,30,46,27,5,3,20,17
11/04/2022 , POR,PHX,A,W,240,108,43,85,50.6,10,23,43.5,12,15,80,11,31,42,30,6,3,17,24
11/05/2022 , POR,PHX,A,L,240,82,30,79,38,7,15,46.7,15,24,62.5,8,32,40,22,5,7,17,26
11/07/2022 , POR,MIA,A,W,240,110,38,72,52.8,16,37,43.2,18,21,85.7,4,33,37,27,7,2,18,16
11/09/2022 , POR,CHA,A,W,240,105,40,75,53.3,11,34,32.4,14,25,56,8,37,45,28,5,4,17,19
11/10/2022 , POR,NOP,A,W,240,106,37,85,43.5,12,34,35.3,20,26,76.9,11,35,46,25,8,2,8,14
11/12/2022 , POR,DAL,A,L,240,112,36,80,45,13,31,41.9,27,35,77.1,12,32,44,20,6,2,12,21
