DATE,TEAM,VS,H/A,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
04/02/2023 , NYK,WAS,H,W,240,118,46,88,52.3,13,32,40.6,13,18,72.2,7,32,39,31,12,4,11,17
04/05/2023 , NYK,IND,A,W,240,138,52,100,52,18,46,39.1,16,25,64,20,32,52,34,13,8,14,21
04/07/2023 , NYK,NOP,A,L,240,105,38,88,43.2,14,43,32.6,15,20,75,7,30,37,19,5,2,9,17
04/09/2023 , NYK,IND,H,L,240,136,52,108,48.1,15,40,37.5,17,22,77.3,19,34,53,29,8,8,15,24
10/19/2022 , BKN,NOP,A,L,240,108,40,89,44.9,10,33,30.3,18,24,75,9,30,39,22,10,10,16,25
10/21/2022 , BKN,TOR,H,W,240,109,38,80,47.5,13,35,37.1,20,29,69,13,31,44,26,3,13,13,19
10/24/2022 , BKN,MEM,A,L,240,124,47,87,54,9,29,31,21,26,80.8,9,26,35,27,4,7,11,30
10/26/2022 , BKN,MIL,A,L,240,99,34,86,39.5,7,27,25.9,24,30,80,7,30,37,23,7,6,14,24
10/27/2022 , BKN,DAL,H,L,265,125,43,93,46.2,12,35,34.3,27,30,90,13,32,45,20,10,6,13,28
10/29/2022 , BKN,IND,H,L,240,116,41,82,50,14,39,35.9,20,26,76.9,6,28,34,29,6,9,9,20
10/31/2022 , BKN,IND,H,W,240,116,43,80,53.8,11,30,36.7,19,20,95,6,33,39,26,11,9,19,18
11/01/2022 , BKN,CHI,H,L,240,99,36,74,48.6,12,32,37.5,15,19,78.9,4,34,38,27,4,7,18,20
11/04/2022 , BKN,WAS,A,W,240,128,50,90,55.6,14,28,50,14,14,100,7,41,48,32,8,7,7,19
11/05/2022 , BKN,CHA,A,W,240,98,33,84,39.3,12,36,33.3,20,22,90.9,9,32,41,23,8,10,11,21
11/07/2022 , BKN,DAL,A,L,240,94,35,80,43.8,10,29,34.5,14,19,73.7,14,20,34,22,13,5,13,26
11/09/2022 , BKN,NYK,H,W,240,112,42,87,48.3,14,34,41.2,14,20,70,11,44,55,30,11,5,14,22
11/12/2022 , BKN,LAC,A,W,240,110,40,83,48.2,16,35,45.7,14,21,66.7,6,35,41,27,9,6,12,18
11/13/2022 , BKN,LAL,A,L,240,103,36,80,45,7,27,25.9,24,31,77.4,8,33,41,22,5,5,12,17
11/15/2022 , BKN,SAC,A,L,240,121,40,81,49.4,11,28,39.3,30,33,90.9,3,26,29,25,5,3,17,18
11/17/2022 , BKN,POR,A,W,240,109,40,79,50.6,11,29,37.9,18,23,78.3,5,42,47,32,4,5,17,24
11/20/2022 , BKN,MEM,H,W,240,127,50,83,60.2,16,34,47.1,11,15,73.3,5,40,45,33,5,5,18,25
11/22/2022 , BKN,PHI,A,L,240,106,44,80,55,9,28,32.1,9,13,69.2,4,31,35,31,5,13,15,15
11/23/2022 , BKN,TOR,A,W,240,112,45,82,54.9,17,38,44.7,5,7,71.4,7,32,39,32,10,11,19,24
11/25/2022 , BKN,IND,A,L,240,117,47,88,53.4,15,41,36.6,8,10,80,5,33,38,27,2,8,18,28
11/27/2022 , BKN,POR,H,W,240,111,41,78,52.6,15,35,42.9,14,18,77.8,4,34,38,27,6,2,7,24
11/28/2022 , BKN,ORL,H,W,240,109,44,81,54.3,9,28,32.1,12,14,85.7,8,34,42,20,7,8,16,19
11/30/2022 , BKN,WAS,H,W,240,113,39,84,46.4,11,26,42.3,24,26,92.3,4,31,35,22,8,7,9,25
12/02/2022 , BKN,TOR,H,W,240,114,44,82,53.7,11,32,34.4,15,22,68.2,7,34,41,27,7,5,18,27
12/04/2022 , BKN,BOS,H,L,240,92,34,84,40.5,9,26,34.6,15,22,68.2,11,34,45,17,6,7,14,18
12/07/2022 , BKN,CHA,H,W,240,122,49,86,57,12,31,38.7,12,16,75,5,34,39,33,3,8,10,20
12/09/2022 , BKN,ATL,H,W,240,120,45,83,54.2,13,30,43.3,17,21,81,9,29,38,30,10,5,21,18
12/10/2022 , BKN,IND,A,W,240,136,52,100,52,9,28,32.1,23,32,71.9,29,30,59,19,7,3,18,24
12/12/2022 , BKN,WAS,A,W,240,112,44,89,49.4,8,27,29.6,16,18,88.9,7,34,41,25,8,7,11,20
12/16/2022 , BKN,TOR,A,W,240,119,46,76,60.5,9,26,34.6,18,23,78.3,4,33,37,22,5,6,14,25
12/18/2022 , BKN,DET,A,W,240,124,44,80,55,15,29,51.7,21,23,91.3,4,31,35,26,5,8,13,24
12/21/2022 , BKN,GSW,H,W,240,143,54,84,64.3,21,33,63.6,14,16,87.5,3,29,32,42,10,4,14,23
12/23/2022 , BKN,MIL,H,W,240,118,46,93,49.5,14,32,43.8,12,13,92.3,12,33,45,30,11,2,10,18
12/26/2022 , BKN,CLE,A,W,240,125,47,82,57.3,18,30,60,13,17,76.5,7,31,38,27,7,4,15,25
12/28/2022 , BKN,ATL,A,W,240,108,42,83,50.6,10,26,38.5,14,17,82.4,5,42,47,22,0,13,12,18
12/31/2022 , BKN,CHA,A,W,240,123,48,80,60,13,34,38.2,14,19,73.7,2,40,42,26,7,6,14,16
01/02/2023 , BKN,SAS,H,W,240,139,58,93,62.4,11,20,55,12,15,80,7,38,45,31,13,7,12,16
01/04/2023 , BKN,CHI,A,L,240,112,42,91,46.2,12,37,32.4,16,21,76.2,5,29,34,24,9,7,10,22
01/06/2023 , BKN,NOP,A,W,240,108,37,85,43.5,15,33,45.5,19,20,95,10,33,43,26,8,12,12,23
01/08/2023 , BKN,MIA,A,W,240,102,39,76,51.3,12,33,36.4,12,15,80,6,34,40,22,8,8,16,21
01/12/2023 , BKN,BOS,H,L,240,98,38,84,45.2,13,34,38.2,9,11,81.8,4,27,31,26,8,9,12,19
01/15/2023 , BKN,OKC,H,L,240,102,39,91,42.9,12,41,29.3,12,19,63.2,14,37,51,24,4,7,15,21
01/17/2023 , BKN,SAS,A,L,240,98,37,88,42,3,23,13,21,24,87.5,10,39,49,22,10,8,21,26
01/19/2023 , BKN,PHX,A,L,240,112,43,82,52.4,11,26,42.3,15,25,60,2,32,34,27,10,6,12,34
01/20/2023 , BKN,UTA,A,W,240,117,43,80,53.8,18,41,43.9,13,20,65,6,36,42,26,7,6,9,18
01/22/2023 , BKN,GSW,A,W,240,120,43,79,54.4,14,27,51.9,20,31,64.5,9,33,42,30,4,7,15,22
01/25/2023 , BKN,PHI,A,L,240,133,49,76,64.5,14,26,53.8,21,27,77.8,6,25,31,29,3,4,16,26
01/26/2023 , BKN,DET,H,L,240,122,43,94,45.7,13,38,34.2,23,27,85.2,15,25,40,24,5,6,16,23
01/28/2023 , BKN,NYK,H,W,240,122,46,87,52.9,22,40,55,8,14,57.1,9,26,35,31,5,3,8,17
01/30/2023 , BKN,LAL,H,W,240,121,45,95,47.4,16,41,39,15,19,78.9,12,38,50,24,8,9,9,25
02/01/2023 , BKN,BOS,A,L,240,96,36,88,40.9,9,39,23.1,15,18,83.3,5,27,32,19,8,1,5,12
02/04/2023 , BKN,WAS,H,W,240,125,43,86,50,14,33,42.4,25,28,89.3,10,29,39,21,4,10,15,28
02/06/2023 , BKN,LAC,H,L,240,116,41,84,48.8,16,31,51.6,18,22,81.8,8,34,42,21,4,5,16,26
02/07/2023 , BKN,PHX,H,L,240,112,38,79,48.1,9,28,32.1,27,31,87.1,5,31,36,25,11,2,16,21
02/09/2023 , BKN,CHI,H,W,240,116,39,91,42.9,17,44,38.6,21,25,84,11,38,49,26,8,1,11,20
02/11/2023 , BKN,PHI,H,L,240,98,37,92,40.2,13,40,32.5,11,13,84.6,12,30,42,23,7,6,8,20
02/13/2023 , BKN,NYK,A,L,240,106,35,78,44.9,12,29,41.4,24,33,72.7,10,29,39,18,3,3,10,19
02/15/2023 , BKN,MIA,H,W,240,116,41,77,53.2,17,39,43.6,17,20,85,5,31,36,26,3,5,11,27
02/24/2023 , BKN,CHI,A,L,240,87,30,81,37,12,44,27.3,15,19,78.9,5,26,31,21,6,3,13,25
02/26/2023 , BKN,ATL,A,L,240,127,43,87,49.4,14,39,35.9,27,29,93.1,6,31,37,20,12,6,9,21
02/28/2023 , BKN,MIL,H,L,240,104,36,83,43.4,12,36,33.3,20,25,80,3,35,38,25,12,6,17,19
03/01/2023 , BKN,NYK,A,L,240,118,42,90,46.7,15,39,38.5,19,20,95,5,26,31,26,6,5,12,21
03/03/2023 , BKN,BOS,A,W,240,115,40,95,42.1,14,44,31.8,21,26,80.8,13,34,47,25,9,6,12,20
03/05/2023 , BKN,CHA,H,W,240,102,36,92,39.1,12,43,27.9,18,22,81.8,8,44,52,21,5,9,5,12
03/07/2023 , BKN,HOU,A,W,240,118,40,81,49.4,15,40,37.5,23,29,79.3,5,31,36,23,12,7,12,21
03/09/2023 , BKN,MIL,A,L,240,113,41,104,39.4,14,36,38.9,17,17,100,15,32,47,20,10,4,13,12
03/10/2023 , BKN,MIN,A,W,265,124,42,91,46.2,16,34,47.1,24,33,72.7,12,36,48,20,7,5,14,26
03/12/2023 , BKN,DEN,A,W,240,122,42,84,50,17,44,38.6,21,24,87.5,4,24,28,32,11,2,8,21
03/14/2023 , BKN,OKC,A,L,240,107,35,82,42.7,12,41,29.3,25,34,73.5,11,35,46,25,3,5,17,20
03/16/2023 , BKN,SAC,H,L,240,96,33,80,41.3,14,39,35.9,16,23,69.6,3,38,41,20,8,4,6,22
03/19/2023 , BKN,DEN,H,L,240,102,38,82,46.3,12,35,34.3,14,16,87.5,9,24,33,26,10,3,11,16
03/21/2023 , BKN,CLE,H,L,240,109,41,92,44.6,9,33,27.3,18,23,78.3,19,30,49,25,6,5,16,19
03/23/2023 , BKN,CLE,H,L,240,114,39,81,48.1,12,34,35.3,24,27,88.9,9,33,42,24,7,7,15,21
03/25/2023 , BKN,MIA,A,W,240,129,44,89,49.4,18,40,45,23,25,92,17,28,45,30,6,6,6,18
03/26/2023 , BKN,ORL,A,L,240,106,37,91,40.7,8,35,22.9,24,28,85.7,15,29,44,17,7,8,15,20
03/29/2023 , BKN,HOU,H,W,240,123,44,82,53.7,17,35,48.6,18,27,66.7,8,33,41,33,4,9,12,18
03/31/2023 , BKN,ATL,H,W,240,124,49,88,55.7,15,33,45.5,11,13,84.6,9,32,41,33,9,3,12,17
04/02/2023 , BKN,UTA,H,W,240,111,38,86,44.2,9,32,28.1,26,34,76.5,7,33,40,25,6,2,8,26
04/04/2023 , BKN,MIN,H,L,240,102,39,90,43.3,13,35,37.1,11,14,78.6,7,33,40,21,6,8,9,18
04/05/2023 , BKN,DET,A,W,240,123,45,86,52.3,17,43,39.5,16,23,69.6,11,27,38,36,6,7,11,12
04/07/2023 , BKN,ORL,H,W,240,101,35,89,39.3,9,42,21.4,22,25,88,10,35,45,27,14,3,9,12
04/09/2023 , BKN,PHI,H,L,240,105,35,83,42.2,12,32,37.5,23,28,82.1,10,32,42,22,6,6,18,22
10/19/2022 , PHX,DAL,H,W,240,107,40,85,47.1,8,22,36.4,19,22,86.4,8,32,40,25,4,5,12,29
10/21/2022 , PHX,POR,A,L,265,111,43,94,45.7,10,27,37,15,21,71.4,9,32,41,31,14,1,16,29
10/23/2022 , PHX,LAC,A,W,240,112,43,93,46.2,15,42,35.7,11,12,91.7,13,36,49,29,5,3,12,18
10/25/2022 , PHX,GSW,H,W,240,134,47,92,51.1,12,29,41.4,28,34,82.4,14,34,48,31,8,4,13,19
10/28/2022 , PHX,NOP,H,W,240,124,48,92,52.2,10,33,30.3,18,20,90,14,33,47,33,7,7,12,18
10/30/2022 , PHX,HOU,H,W,240,124,45,84,53.6,12,40,30,22,30,73.3,10,26,36,29,9,8,11,22
11/01/2022 , PHX,MIN,H,W,240,116,41,89,46.1,17,43,39.5,17,22,77.3,7,27,34,31,9,8,9,20
11/04/2022 , PHX,POR,H,L,240,106,36,83,43.4,14,34,41.2,20,21,95.2,13,26,39,26,8,4,17,22
11/05/2022 , PHX,POR,H,W,240,102,35,82,42.7,11,30,36.7,21,28,75,11,33,44,22,7,14,14,22
11/07/2022 , PHX,PHI,A,L,240,88,32,73,43.8,6,19,31.6,18,22,81.8,6,31,37,19,8,5,13,24
11/09/2022 , PHX,MIN,A,W,240,129,47,97,48.5,16,35,45.7,19,20,95,10,26,36,31,10,3,11,21
11/11/2022 , PHX,ORL,A,L,240,97,38,95,40,13,42,31,8,9,88.9,11,27,38,22,7,4,11,14
11/14/2022 , PHX,MIA,A,L,240,112,48,99,48.5,14,36,38.9,2,4,50,20,25,45,22,9,4,11,22
11/16/2022 , PHX,GSW,H,W,240,130,44,86,51.2,21,40,52.5,21,25,84,8,39,47,33,5,8,15,22
11/18/2022 , PHX,UTA,A,L,240,133,49,94,52.1,9,30,30,26,28,92.9,12,30,42,29,7,6,14,25
11/20/2022 , PHX,NYK,H,W,240,116,43,101,42.6,17,39,43.6,13,18,72.2,22,38,60,35,3,8,13,22
11/22/2022 , PHX,LAL,H,W,240,115,48,102,47.1,16,34,47.1,3,5,60,8,41,49,23,8,7,15,22
11/25/2022 , PHX,DET,H,W,240,108,42,87,48.3,7,29,24.1,17,26,65.4,11,32,43,25,7,7,13,18
11/26/2022 , PHX,UTA,H,W,240,113,42,92,45.7,6,22,27.3,23,30,76.7,18,30,48,23,8,6,6,20
11/28/2022 , PHX,SAC,A,W,240,122,50,94,53.2,10,32,31.3,12,14,85.7,11,34,45,26,9,7,17,20
11/30/2022 , PHX,CHI,H,W,240,132,49,93,52.7,15,33,45.5,19,21,90.5,10,36,46,22,3,5,13,28
12/02/2022 , PHX,HOU,H,L,240,121,45,85,52.9,17,37,45.9,14,19,73.7,9,28,37,30,9,5,17,28
12/04/2022 , PHX,SAS,A,W,240,133,49,94,52.1,19,37,51.4,16,20,80,14,31,45,38,5,0,11,18
12/05/2022 , PHX,DAL,A,L,240,111,40,91,44,13,37,35.1,18,26,69.2,13,28,41,28,5,5,11,16
12/07/2022 , PHX,BOS,H,L,240,98,37,93,39.8,8,32,25,16,19,84.2,13,36,49,19,5,4,18,17
12/09/2022 , PHX,NOP,A,L,240,117,43,86,50,22,44,50,9,13,69.2,8,29,37,30,6,3,16,25
12/11/2022 , PHX,NOP,A,L,265,124,49,105,46.7,13,38,34.2,13,17,76.5,19,23,42,34,7,5,14,24
12/13/2022 , PHX,HOU,A,L,240,97,33,103,32,13,51,25.5,18,19,94.7,18,26,44,22,13,7,9,24
12/15/2022 , PHX,LAC,A,W,240,111,44,95,46.3,9,32,28.1,14,18,77.8,15,38,53,27,8,8,8,18
12/17/2022 , PHX,NOP,H,W,240,118,39,83,47,15,41,36.6,25,35,71.4,10,25,35,23,6,3,8,13
12/19/2022 , PHX,LAL,H,W,240,130,46,93,49.5,20,39,51.3,18,24,75,15,36,51,21,10,5,8,16
12/20/2022 , PHX,WAS,H,L,240,110,41,89,46.1,13,32,40.6,15,19,78.9,15,29,44,26,2,1,14,23
12/23/2022 , PHX,MEM,H,L,240,100,38,87,43.7,9,35,25.7,15,26,57.7,11,24,35,23,6,5,14,26
12/25/2022 , PHX,DEN,A,L,265,125,45,94,47.9,17,35,48.6,18,26,69.2,12,34,46,32,7,9,13,30
12/27/2022 , PHX,MEM,A,W,240,125,43,87,49.4,17,31,54.8,22,25,88,15,32,47,26,7,9,19,23
12/28/2022 , PHX,WAS,A,L,240,102,39,87,44.8,13,31,41.9,11,16,68.8,11,19,30,25,7,4,11,21
12/30/2022 , PHX,TOR,A,L,240,104,35,71,49.3,14,30,46.7,20,23,87,9,33,42,26,7,1,25,17
01/02/2023 , PHX,NYK,A,L,240,83,34,87,39.1,10,37,27,5,7,71.4,5,31,36,22,4,0,8,17
01/04/2023 , PHX,CLE,A,L,240,88,32,81,39.5,10,28,35.7,14,18,77.8,8,41,49,24,8,3,13,19
01/06/2023 , PHX,MIA,H,L,240,96,34,82,41.5,6,23,26.1,22,25,88,8,36,44,22,5,2,14,20
01/08/2023 , PHX,CLE,H,L,240,98,37,84,44,14,26,53.8,10,11,90.9,6,30,36,22,7,2,16,14
01/10/2023 , PHX,GSW,A,W,240,125,41,90,45.6,14,31,45.2,29,31,93.5,19,38,57,26,5,7,21,22
01/11/2023 , PHX,DEN,A,L,240,97,39,90,43.3,9,32,28.1,10,14,71.4,15,29,44,28,4,2,16,17
01/13/2023 , PHX,MIN,A,L,240,116,41,86,47.7,14,23,60.9,20,24,83.3,9,34,43,28,10,3,19,20
01/16/2023 , PHX,MEM,A,L,240,106,39,89,43.8,10,33,30.3,18,19,94.7,9,28,37,33,4,4,15,22
01/19/2023 , PHX,BKN,H,W,240,117,39,85,45.9,11,28,39.3,28,41,68.3,12,37,49,30,4,3,16,23
01/21/2023 , PHX,IND,H,W,240,112,38,91,41.8,12,31,38.7,24,35,68.6,14,41,55,27,9,8,15,20
01/22/2023 , PHX,MEM,H,W,240,112,39,88,44.3,13,35,37.1,21,25,84,6,34,40,25,10,5,16,26
01/24/2023 , PHX,CHA,H,W,240,128,47,94,50,22,39,56.4,12,13,92.3,15,40,55,38,3,10,17,21
01/26/2023 , PHX,DAL,H,L,240,95,35,86,40.7,13,32,40.6,12,16,75,13,37,50,24,4,6,7,21
01/28/2023 , PHX,SAS,A,W,265,128,50,103,48.5,8,24,33.3,20,26,76.9,17,35,52,31,7,6,9,19
01/30/2023 , PHX,TOR,H,W,240,114,43,87,49.4,11,28,39.3,17,21,81,13,29,42,28,10,4,12,16
02/01/2023 , PHX,ATL,H,L,240,100,35,86,40.7,4,28,14.3,26,31,83.9,12,32,44,22,8,4,16,13
02/03/2023 , PHX,BOS,A,W,240,106,41,95,43.2,12,32,37.5,12,14,85.7,10,43,53,28,6,6,8,22
02/04/2023 , PHX,DET,A,W,240,116,42,75,56,11,23,47.8,21,31,67.7,10,36,46,34,10,2,16,23
02/07/2023 , PHX,BKN,A,W,240,116,43,92,46.7,9,31,29,21,28,75,16,32,48,31,10,4,15,24
02/09/2023 , PHX,ATL,A,L,240,107,39,86,45.3,7,30,23.3,22,29,75.9,9,26,35,24,14,10,10,19
02/10/2023 , PHX,IND,A,W,240,117,43,93,46.2,10,33,30.3,21,24,87.5,19,34,53,25,13,2,15,24
02/14/2023 , PHX,SAC,H,W,240,120,50,88,56.8,7,22,31.8,13,16,81.3,8,29,37,33,12,4,13,17
02/16/2023 , PHX,LAC,H,L,240,107,42,89,47.2,11,31,35.5,12,16,75,7,31,38,30,10,2,12,24
02/24/2023 , PHX,OKC,H,W,240,124,42,90,46.7,14,38,36.8,26,32,81.3,15,39,54,23,5,5,11,22
02/26/2023 , PHX,MIL,A,L,240,101,40,95,42.1,8,24,33.3,13,22,59.1,19,36,55,21,4,5,12,22
03/01/2023 , PHX,CHA,A,W,240,105,42,89,47.2,9,25,36,12,15,80,5,43,48,30,8,9,12,22
03/03/2023 , PHX,CHI,A,W,240,125,42,84,50,20,47,42.6,21,25,84,13,28,41,29,6,7,9,20
03/05/2023 , PHX,DAL,A,W,240,130,49,89,55.1,12,34,35.3,20,25,80,9,32,41,27,5,2,9,28
03/08/2023 , PHX,OKC,H,W,240,132,49,94,52.1,20,43,46.5,14,16,87.5,14,40,54,31,10,7,14,17
03/11/2023 , PHX,SAC,H,L,240,119,44,89,49.4,13,44,29.5,18,22,81.8,7,33,40,30,11,3,14,26
03/13/2023 , PHX,GSW,A,L,240,112,46,95,48.4,4,21,19,16,22,72.7,17,30,47,25,8,4,14,23
03/14/2023 , PHX,MIL,H,L,240,104,41,95,43.2,8,23,34.8,14,16,87.5,8,33,41,23,7,3,11,26
03/16/2023 , PHX,ORL,H,W,240,116,43,90,47.8,13,35,37.1,17,17,100,7,28,35,26,7,5,14,22
03/19/2023 , PHX,OKC,A,L,240,120,44,92,47.8,15,36,41.7,17,24,70.8,9,31,40,31,7,9,14,31
03/22/2023 , PHX,LAL,A,L,240,111,42,90,46.7,12,31,38.7,15,20,75,12,27,39,23,7,6,17,31
03/24/2023 , PHX,SAC,A,L,240,127,48,89,53.9,9,29,31,22,29,75.9,12,31,43,33,2,7,12,25
03/25/2023 , PHX,PHI,H,W,240,125,47,93,50.5,15,32,46.9,16,19,84.2,13,32,45,35,4,9,7,22
03/27/2023 , PHX,UTA,A,W,240,117,43,101,42.6,11,36,30.6,20,22,90.9,18,31,49,31,7,7,6,20
03/29/2023 , PHX,MIN,H,W,240,107,40,96,41.7,6,20,30,21,27,77.8,15,33,48,23,11,8,8,16
03/31/2023 , PHX,DEN,H,W,240,100,37,88,42,10,27,37,16,21,76.2,13,38,51,28,8,7,16,16
04/02/2023 , PHX,OKC,A,W,240,128,46,81,56.8,13,34,38.2,23,28,82.1,5,33,38,31,4,6,13,30
04/04/2023 , PHX,SAS,H,W,240,115,43,89,48.3,10,33,30.3,19,26,73.1,15,42,57,25,7,7,13,12
04/06/2023 , PHX,DEN,H,W,240,119,41,79,51.9,17,36,47.2,20,25,80,7,26,33,26,4,6,10,16
04/07/2023 , PHX,LAL,A,L,240,107,43,104,41.3,9,36,25,12,14,85.7,13,34,47,23,7,10,9,12
04/09/2023 , PHX,LAC,H,L,240,114,42,99,42.4,14,37,37.8,16,22,72.7,12,35,47,29,4,3,7,21
10/18/2022 , GSW,LAL,H,W,240,123,45,99,45.5,16,45,35.6,17,23,73.9,11,37,48,31,11,4,18,23
10/21/2022 , GSW,DEN,H,L,240,123,42,88,47.7,15,44,34.1,24,27,88.9,7,28,35,34,10,3,18,23
10/23/2022 , GSW,SAC,H,W,240,130,45,87,51.7,14,33,42.4,26,36,72.2,6,31,37,24,7,5,13,21
10/25/2022 , GSW,PHX,A,L,240,105,41,91,45.1,10,35,28.6,13,17,76.5,10,30,40,28,7,7,13,28
10/27/2022 , GSW,MIA,H,W,240,123,46,92,50,18,46,39.1,13,15,86.7,16,34,50,30,4,2,19,13
10/29/2022 , GSW,CHA,A,L,265,113,44,100,44,13,44,29.5,12,16,75,10,39,49,31,8,6,10,31
10/30/2022 , GSW,DET,A,L,240,114,39,92,42.4,12,39,30.8,24,25,96,13,29,42,23,8,4,14,24
11/01/2022 , GSW,MIA,A,L,240,109,39,84,46.4,18,49,36.7,13,17,76.5,10,31,41,31,8,5,20,22
11/03/2022 , GSW,ORL,A,L,240,129,50,97,51.5,19,43,44.2,10,15,66.7,9,26,35,31,5,3,14,32
11/04/2022 , GSW,NOP,A,L,240,105,35,71,49.3,12,32,37.5,23,25,92,3,26,29,23,7,1,22,25
11/07/2022 , GSW,SAC,H,W,240,116,44,88,50,14,38,36.8,14,21,66.7,8,40,48,28,5,4,15,21
11/11/2022 , GSW,CLE,H,W,240,106,40,82,48.8,15,36,41.7,11,14,78.6,8,36,44,29,5,3,14,27
11/13/2022 , GSW,SAC,A,L,240,115,42,90,46.7,16,47,34,15,16,93.8,8,35,43,27,5,5,18,20
11/14/2022 , GSW,SAS,H,W,240,132,47,88,53.4,23,45,51.1,15,16,93.8,5,35,40,35,9,3,12,17
11/16/2022 , GSW,PHX,A,L,240,119,42,92,45.7,18,42,42.9,17,17,100,6,34,40,30,5,3,17,23
11/18/2022 , GSW,NYK,H,W,240,111,41,91,45.1,18,50,36,11,20,55,12,39,51,32,8,3,16,26
11/20/2022 , GSW,HOU,A,W,240,127,46,86,53.5,24,47,51.1,11,15,73.3,8,32,40,38,8,5,17,22
11/21/2022 , GSW,NOP,A,L,240,83,28,74,37.8,10,43,23.3,17,19,89.5,4,30,34,17,9,5,26,20
11/23/2022 , GSW,LAC,H,W,240,124,48,97,49.5,19,51,37.3,9,13,69.2,12,33,45,36,11,5,13,26
11/25/2022 , GSW,UTA,H,W,240,129,52,101,51.5,20,45,44.4,5,6,83.3,16,33,49,33,8,3,19,15
11/27/2022 , GSW,MIN,A,W,240,137,50,87,57.5,20,47,42.6,17,20,85,8,39,47,36,7,6,16,26
11/29/2022 , GSW,DAL,A,L,240,113,42,88,47.7,11,43,25.6,18,23,78.3,10,40,50,27,6,3,18,23
12/02/2022 , GSW,CHI,H,W,240,119,42,87,48.3,20,50,40,15,23,65.2,7,43,50,32,2,5,19,19
12/03/2022 , GSW,HOU,H,W,240,120,45,85,52.9,25,52,48.1,5,10,50,6,29,35,34,8,5,13,24
12/05/2022 , GSW,IND,H,L,240,104,38,94,40.4,13,44,29.5,15,19,78.9,12,35,47,26,6,6,12,19
12/07/2022 , GSW,UTA,A,L,240,123,45,98,45.9,14,42,33.3,19,25,76,14,28,42,26,8,5,14,18
12/10/2022 , GSW,BOS,H,W,240,123,47,92,51.1,13,39,33.3,16,20,80,11,42,53,26,3,6,13,20
12/13/2022 , GSW,MIL,A,L,240,111,38,95,40,20,50,40,15,19,78.9,12,25,37,25,7,2,18,22
12/14/2022 , GSW,IND,A,L,240,119,40,86,46.5,14,33,42.4,25,29,86.2,12,34,46,27,5,4,23,20
12/16/2022 , GSW,PHI,A,L,240,106,39,94,41.5,17,43,39.5,11,13,84.6,13,35,48,31,8,6,17,21
12/18/2022 , GSW,TOR,A,W,240,126,43,81,53.1,18,39,46.2,22,26,84.6,12,29,41,31,6,2,17,21
12/20/2022 , GSW,NYK,A,L,240,94,35,74,47.3,12,35,34.3,12,13,92.3,4,25,29,23,3,2,19,22
12/21/2022 , GSW,BKN,A,L,240,113,41,83,49.4,12,33,36.4,19,25,76,9,27,36,32,6,1,21,14
12/25/2022 , GSW,MEM,H,W,240,123,43,91,47.3,18,44,40.9,19,26,73.1,9,42,51,31,6,5,10,18
12/27/2022 , GSW,CHA,H,W,240,110,41,95,43.2,8,37,21.6,20,24,83.3,9,40,49,31,3,2,14,22
12/28/2022 , GSW,UTA,H,W,240,112,37,87,42.5,16,45,35.6,22,27,81.5,10,41,51,22,6,3,12,26
12/30/2022 , GSW,POR,H,W,240,118,42,91,46.2,17,43,39.5,17,21,81,17,29,46,29,9,2,12,22
01/02/2023 , GSW,ATL,H,W,290,143,54,121,44.6,19,59,32.2,16,24,66.7,23,46,69,34,9,6,19,23
01/04/2023 , GSW,DET,H,L,240,119,45,87,51.7,15,40,37.5,14,15,93.3,9,31,40,31,3,4,14,20
01/07/2023 , GSW,ORL,H,L,240,101,33,88,37.5,18,58,31,17,21,81,11,38,49,26,7,1,16,17
01/10/2023 , GSW,PHX,H,L,240,113,37,96,38.5,18,48,37.5,21,27,77.8,16,29,45,24,13,2,15,26
01/13/2023 , GSW,SAS,A,W,240,144,55,101,54.5,18,48,37.5,16,20,80,12,43,55,33,9,6,12,26
01/15/2023 , GSW,CHI,A,L,240,118,41,83,49.4,21,51,41.2,15,22,68.2,7,33,40,35,6,4,23,22
01/16/2023 , GSW,WAS,A,W,240,127,45,91,49.5,18,44,40.9,19,21,90.5,9,34,43,28,8,1,12,23
01/19/2023 , GSW,BOS,A,L,265,118,40,100,40,18,52,34.6,20,23,87,8,39,47,28,10,7,16,26
01/20/2023 , GSW,CLE,A,W,240,120,42,86,48.8,23,43,53.5,13,19,68.4,14,31,45,25,9,4,17,19
01/22/2023 , GSW,BKN,H,L,240,116,41,90,45.6,13,32,40.6,21,27,77.8,10,32,42,28,10,2,10,24
01/25/2023 , GSW,MEM,H,W,240,122,43,85,50.6,14,32,43.8,22,28,78.6,14,30,44,33,7,5,21,27
01/27/2023 , GSW,TOR,H,W,240,129,50,90,55.6,18,43,41.9,11,15,73.3,5,38,43,40,5,1,12,18
01/30/2023 , GSW,OKC,A,W,240,128,46,90,51.1,20,47,42.6,16,20,80,6,38,44,37,9,4,15,18
02/01/2023 , GSW,MIN,A,L,265,114,38,91,41.8,11,35,31.4,27,34,79.4,9,49,58,21,7,4,17,24
02/02/2023 , GSW,DEN,A,L,240,117,43,85,50.6,19,38,50,12,19,63.2,10,32,42,25,4,4,17,23
02/04/2023 , GSW,DAL,H,W,240,119,45,82,54.9,14,35,40,15,19,78.9,5,33,38,33,6,5,14,24
